timestamp,price
2023-10-01 11:38:00.466176,491049.03
2023-10-01 11:38:01.282257,490937.4
2023-10-01 11:38:02.439467,491004.14
2023-10-01 11:38:03.329767,491005.11
2023-10-01 11:38:04.425334,491006.1
2023-10-01 11:38:05.274800,491055.88
2023-10-01 11:38:06.440998,491012.56
2023-10-01 11:38:07.324329,491076.85
2023-10-01 11:38:08.509654,491069.55
2023-10-01 11:38:09.264581,491001.61
2023-10-01 11:38:10.462912,490991.18
2023-10-01 11:38:11.265585,491018.08
2023-10-01 11:38:12.438804,491013.03
2023-10-01 11:38:13.264686,491098.15
2023-10-01 11:38:14.428521,491078.23
2023-10-01 11:38:15.312361,491090.81
2023-10-01 11:38:16.493491,491069.77
2023-10-01 11:38:17.268432,491083.11
2023-10-01 11:38:18.432751,491090.89
2023-10-01 11:38:19.255598,491056.02
2023-10-01 11:38:20.422262,491055.74
2023-10-01 11:38:21.351134,491109.77
2023-10-01 11:38:22.495370,491108.32
2023-10-01 11:38:23.259963,491172.92
2023-10-01 11:38:24.449138,491209.76
2023-10-01 11:38:25.347436,491184.09
2023-10-01 11:38:26.571740,491182.02
2023-10-01 11:38:27.289861,491268.01
2023-10-01 11:38:28.469442,491343.13
2023-10-01 11:38:29.337924,491365.97
2023-10-01 11:38:30.425301,491384.34
2023-10-01 11:38:31.283857,491432.6
2023-10-01 11:38:32.447001,491500.99
2023-10-01 11:38:33.253684,491493.0
2023-10-01 11:38:34.435841,491529.9
2023-10-01 11:38:35.277590,491531.11
2023-10-01 11:38:36.467427,491545.35
2023-10-01 11:38:37.322512,491607.73
2023-10-01 11:38:38.493269,491549.87
2023-10-01 11:38:39.270975,491579.95
2023-10-01 11:38:40.447089,491652.75
2023-10-01 11:38:41.421529,491638.5
2023-10-01 11:38:42.437055,491608.66
2023-10-01 11:38:43.264655,491649.11
2023-10-01 11:38:44.422092,491608.15
2023-10-01 11:38:45.258367,491599.7
2023-10-01 11:38:46.423062,491584.97
2023-10-01 11:38:47.262503,491563.37
2023-10-01 11:38:48.424341,491610.69
2023-10-01 11:38:49.260183,491567.41
2023-10-01 11:38:50.433938,491550.44
2023-10-01 11:38:51.258011,491583.21
2023-10-01 11:38:52.448531,491593.11
2023-10-01 11:38:53.299743,491615.44
2023-10-01 11:38:54.430310,491640.69
2023-10-01 11:38:55.347468,491664.03
2023-10-01 11:38:56.420119,491666.03
2023-10-01 11:38:57.293998,491605.54
2023-10-01 11:38:58.438240,491603.34
2023-10-01 11:38:59.343917,491636.83
2023-10-01 11:39:00.480426,491597.46
2023-10-01 11:39:01.287356,491622.15
2023-10-01 11:39:02.439640,491619.86
2023-10-01 11:39:03.258113,491671.31
2023-10-01 11:39:04.502757,491674.29
2023-10-01 11:39:05.281391,491725.98
2023-10-01 11:39:06.505747,491729.37
2023-10-01 11:39:07.328020,491697.52
2023-10-01 11:39:08.484683,491711.63
2023-10-01 11:39:09.274211,491722.26
2023-10-01 11:39:10.433778,491727.04
2023-10-01 11:39:11.264491,491722.82
2023-10-01 11:39:12.440863,491700.49
2023-10-01 11:39:13.269672,491707.87
2023-10-01 11:39:14.446361,491719.55
2023-10-01 11:39:15.316555,491745.69
2023-10-01 11:39:16.434101,491782.19
2023-10-01 11:39:17.363164,491856.58
2023-10-01 11:39:18.593882,491849.68
2023-10-01 11:39:19.312149,491821.33
2023-10-01 11:39:20.545893,491794.77
2023-10-01 11:39:21.263569,491841.19
2023-10-01 11:39:22.442229,491888.88
2023-10-01 11:39:23.303240,491824.09
2023-10-01 11:39:24.501145,491785.33
2023-10-01 11:39:25.405302,491842.74
2023-10-01 11:39:26.412790,491792.89
2023-10-01 11:39:27.255875,491890.53
2023-10-01 11:39:28.423780,491806.62
2023-10-01 11:39:29.344870,491797.83
2023-10-01 11:39:30.435355,491870.68
2023-10-01 11:39:31.290054,491834.12
2023-10-01 11:39:32.442941,491838.42
2023-10-01 11:39:33.257888,491880.88
2023-10-01 11:39:34.418163,491824.96
2023-10-01 11:39:35.260372,491768.93
2023-10-01 11:39:36.487948,491718.79
2023-10-01 11:39:37.470613,491656.72
2023-10-01 11:39:38.424353,491559.57
2023-10-01 11:39:39.281332,491596.77
2023-10-01 11:39:40.442385,491627.79
2023-10-01 11:39:41.325755,491632.97
2023-10-01 11:39:42.421248,491668.16
2023-10-01 11:39:43.261120,491635.33
2023-10-01 11:39:44.414901,491622.45
2023-10-01 11:39:45.249441,491612.77
2023-10-01 11:39:46.418013,491554.95
2023-10-01 11:39:47.265968,491571.85
2023-10-01 11:39:48.426530,491610.47
2023-10-01 11:39:49.312589,491626.16
2023-10-01 11:39:50.418666,491624.3
2023-10-01 11:39:51.261929,491629.77
2023-10-01 11:39:52.434735,491656.34
2023-10-01 11:39:53.251254,491606.48
2023-10-01 11:39:54.427782,491638.57
2023-10-01 11:39:55.353940,491631.93
2023-10-01 11:39:56.439100,491712.98
2023-10-01 11:39:57.298896,491700.24
2023-10-01 11:39:58.446525,491702.24
