timestamp,price
2023-10-09 02:11:17.419793,439455.23
2023-10-09 02:11:18.475260,439454.26
2023-10-09 02:11:19.503244,439414.08
2023-10-09 02:11:20.562974,439415.58
2023-10-09 02:11:21.625000,439425.51
2023-10-09 02:11:22.645061,439395.72
2023-10-09 02:11:23.693776,439395.72
2023-10-09 02:11:24.764574,439376.71
2023-10-09 02:11:25.800791,439378.21
2023-10-09 02:11:26.883604,439442.52
2023-10-09 02:11:27.929811,439442.52
2023-10-09 02:11:28.968152,439436.29
2023-10-09 02:11:29.986474,439395.52
2023-10-09 02:11:31.002216,439458.2
2023-10-09 02:11:32.048495,439458.2
2023-10-09 02:11:33.081984,439431.12
2023-10-09 02:11:34.221957,439510.76
2023-10-09 02:11:35.246198,439499.31
2023-10-09 02:11:36.291041,439477.16
2023-10-09 02:11:37.331671,439455.33
2023-10-09 02:11:38.351753,439455.33
2023-10-09 02:11:39.368950,439462.29
2023-10-09 02:11:40.436531,439436.28
2023-10-09 02:11:41.454760,439429.37
2023-10-09 02:11:42.473324,439351.35
2023-10-09 02:11:43.489515,439366.92
2023-10-09 02:11:44.529823,439352.65
2023-10-09 02:11:45.589844,439342.26
2023-10-09 02:11:46.637085,439342.26
2023-10-09 02:11:47.658526,439301.32
2023-10-09 02:11:48.689197,439301.32
2023-10-09 02:11:49.779950,439339.59
2023-10-09 02:11:50.876298,439359.13
2023-10-09 02:11:51.922028,439359.13
2023-10-09 02:11:53.060403,439344.59
2023-10-09 02:11:54.099085,439357.28
2023-10-09 02:11:55.147790,439423.5
2023-10-09 02:11:56.259252,439397.28
2023-10-09 02:11:57.280430,439527.24
2023-10-09 02:11:58.395442,439527.24
2023-10-09 02:11:59.592148,439469.71
2023-10-09 02:12:00.623034,439469.71
2023-10-09 02:12:01.647493,439415.22
2023-10-09 02:12:02.670355,439415.22
2023-10-09 02:12:03.702976,439415.22
2023-10-09 02:12:04.734160,439536.0
2023-10-09 02:12:05.757920,439496.92
2023-10-09 02:12:06.800724,439496.92
2023-10-09 02:12:07.823017,439448.19
2023-10-09 02:12:08.874761,439429.05
2023-10-09 02:12:09.911617,439411.92
2023-10-09 02:12:10.946133,439468.99
2023-10-09 02:12:11.977415,439460.11
2023-10-09 02:12:13.026836,439460.11
2023-10-09 02:12:14.162910,439484.31
2023-10-09 02:12:15.275336,439484.31
2023-10-09 02:12:16.292156,439588.67
2023-10-09 02:12:17.565603,439663.03
2023-10-09 02:12:18.614420,439656.85
2023-10-09 02:12:19.825825,439730.75
2023-10-09 02:12:20.874742,439730.75
2023-10-09 02:12:22.071635,439724.31
2023-10-09 02:12:23.119376,439724.31
2023-10-09 02:12:24.149256,439750.88
2023-10-09 02:12:25.353256,439750.88
2023-10-09 02:12:26.372580,439845.2
2023-10-09 02:12:27.457592,439798.38
2023-10-09 02:12:28.480460,439798.38
2023-10-09 02:12:29.505858,439881.73
2023-10-09 02:12:30.532374,439881.73
2023-10-09 02:12:31.639408,439844.72
2023-10-09 02:12:32.720327,439857.1
2023-10-09 02:12:33.768964,439857.1
2023-10-09 02:12:34.795865,439829.07
2023-10-09 02:12:35.833244,439830.67
2023-10-09 02:12:36.952312,439749.98
2023-10-09 02:12:38.145759,439749.98
2023-10-09 02:12:39.296265,439762.49
2023-10-09 02:12:40.315153,439762.49
2023-10-09 02:12:41.339254,439711.04
2023-10-09 02:12:42.427276,439694.48
2023-10-09 02:12:43.449549,439760.23
2023-10-09 02:12:44.497333,439751.58
2023-10-09 02:12:45.519008,439707.37
2023-10-09 02:12:46.570128,439707.37
2023-10-09 02:12:47.651312,439796.66
2023-10-09 02:12:48.696559,439796.66
2023-10-09 02:12:49.810868,439812.64
2023-10-09 02:12:50.882848,439796.56
2023-10-09 02:12:52.040962,439834.02
2023-10-09 02:12:53.089365,439785.26
2023-10-09 02:12:54.117474,439785.26
2023-10-09 02:12:55.304368,439746.3
2023-10-09 02:12:56.339753,439695.14
2023-10-09 02:12:57.416166,439701.47
2023-10-09 02:12:58.462891,439701.47
2023-10-09 02:12:59.520614,439798.63
2023-10-09 02:13:00.561769,439798.63
2023-10-09 02:13:01.592978,439846.63
2023-10-09 02:13:02.614248,439874.34
2023-10-09 02:13:03.654084,439924.84
2023-10-09 02:13:04.869044,439915.93
2023-10-09 02:13:05.892162,439915.93
2023-10-09 02:13:07.151494,439865.48
2023-10-09 02:13:08.177218,439823.01
2023-10-09 02:13:09.220190,439832.47
2023-10-09 02:13:10.249645,439832.47
2023-10-09 02:13:11.326056,439845.1
2023-10-09 02:13:12.374888,439845.1
2023-10-09 02:13:13.395112,439867.81
2023-10-09 02:13:14.422474,439867.81
2023-10-09 02:13:15.437388,439839.47
2023-10-09 02:13:16.609178,439839.47
2023-10-09 02:13:17.639404,439853.09
2023-10-09 02:13:18.676573,439853.09
2023-10-09 02:13:19.699277,439812.86
2023-10-09 02:13:20.878149,439769.61
2023-10-09 02:13:23.930688,439797.39
2023-10-09 02:13:25.028386,439773.72
2023-10-09 02:13:26.077929,439773.72
2023-10-09 02:13:27.104543,439719.73
2023-10-09 02:13:28.429723,439697.51
2023-10-09 02:13:29.450768,439662.59
2023-10-09 02:13:30.478713,439704.92
2023-10-09 02:13:31.612344,439692.52
2023-10-09 02:13:32.634309,439692.52
2023-10-09 02:13:33.660461,439686.18
2023-10-09 02:13:34.700217,439686.18
2023-10-09 02:13:35.745381,439623.98
2023-10-09 02:13:36.862416,439588.14
2023-10-09 02:13:38.040664,439588.14
2023-10-09 02:13:39.344421,439660.63
2023-10-09 02:13:40.368600,439686.58
2023-10-09 02:13:41.414053,439698.06
2023-10-09 02:13:42.453249,439708.38
2023-10-09 02:13:43.512360,439624.75
2023-10-09 02:13:44.642875,439624.75
2023-10-09 02:13:45.688651,439652.87
2023-10-09 02:13:46.925703,439585.26
2023-10-09 02:13:47.950745,439573.53
2023-10-09 02:13:48.974661,439544.77
2023-10-09 02:13:49.999151,439544.77
2023-10-09 02:13:51.264470,439407.68
2023-10-09 02:13:52.391948,439411.28
2023-10-09 02:13:53.408896,439389.26
2023-10-09 02:13:54.455455,439389.26
2023-10-09 02:13:55.491133,439390.21
2023-10-09 02:13:56.539776,439390.21
2023-10-09 02:13:57.563940,439322.45
2023-10-09 02:13:58.612840,439322.45
2023-10-09 02:13:59.718260,439353.36
2023-10-09 02:14:00.854601,439353.36
2023-10-09 02:14:01.948035,439281.79
2023-10-09 02:14:02.977698,439264.12
2023-10-09 02:14:04.225998,439264.12
2023-10-09 02:14:05.258678,439308.82
2023-10-09 02:14:06.297880,439306.04
2023-10-09 02:14:07.315887,439281.94
2023-10-09 02:14:08.359941,439281.94
2023-10-09 02:14:09.413971,439306.18
2023-10-09 02:14:10.443925,439306.18
2023-10-09 02:14:11.479305,439282.14
2023-10-09 02:14:12.525432,439312.06
2023-10-09 02:14:13.726000,439349.38
2023-10-09 02:14:14.832266,439349.38
2023-10-09 02:14:15.854843,439276.24
2023-10-09 02:14:16.916610,439276.24
2023-10-09 02:14:17.943817,439196.41
2023-10-09 02:14:18.997297,439211.94
2023-10-09 02:14:20.229770,439251.42
2023-10-09 02:14:21.331459,439335.44
2023-10-09 02:14:22.370471,439335.44
2023-10-09 02:14:23.486594,439293.14
2023-10-09 02:14:24.665066,439219.17
2023-10-09 02:14:25.694172,439233.09
2023-10-09 02:14:26.839198,439254.96
2023-10-09 02:14:27.862663,439254.96
2023-10-09 02:14:29.000139,439212.91
2023-10-09 02:14:30.156048,439156.95
2023-10-09 02:14:31.176161,439121.54
2023-10-09 02:14:32.207019,439121.54
2023-10-09 02:14:33.280780,439254.53
2023-10-09 02:14:34.328379,439254.53
2023-10-09 02:14:35.514512,439212.28
2023-10-09 02:14:36.544845,439212.28
2023-10-09 02:14:37.565101,439252.9
2023-10-09 02:14:38.599766,439209.9
2023-10-09 02:14:39.779615,439209.48
2023-10-09 02:14:40.823440,439209.48
2023-10-09 02:14:41.940119,439284.18
2023-10-09 02:14:43.072576,439321.94
2023-10-09 02:14:44.105332,439321.94
2023-10-09 02:14:45.394275,439299.45
2023-10-09 02:14:46.591652,439299.45
2023-10-09 02:14:47.610154,439339.78
2023-10-09 02:14:48.630633,439339.78
2023-10-09 02:14:49.692688,439276.64
2023-10-09 02:14:50.774157,439248.8
2023-10-09 02:14:51.822925,439248.8
2023-10-09 02:14:52.912095,439214.07
2023-10-09 02:14:53.957484,439219.58
2023-10-09 02:14:55.009329,439289.15
2023-10-09 02:14:56.203306,439244.3
2023-10-09 02:14:57.423704,439264.21
2023-10-09 02:14:58.446942,439264.21
2023-10-09 02:14:59.502882,439266.85
2023-10-09 02:15:00.521792,439266.85
2023-10-09 02:15:01.551846,439266.85
2023-10-09 02:15:02.574207,439270.84
2023-10-09 02:15:03.678498,439251.38
2023-10-09 02:15:04.713902,439251.38
2023-10-09 02:15:05.750537,439251.38
2023-10-09 02:15:06.822315,439307.58
2023-10-09 02:15:07.859518,439276.52
2023-10-09 02:15:08.963649,439276.52
2023-10-09 02:15:10.065584,439231.33
2023-10-09 02:15:11.195256,439188.44
